Anchor/Range	Anchor/Range	Anchor/Range	Anchor/Range	LS_Estimated		Estimated	GTX	GTY	ERRO
P5[13.00,24.00,0.00]=3.94	P6[6.70,18.03,0.00]=5.64	P7[2.90,24.00,0.00]=9.52	P4[11.00,11.00,0.00]=9.99	11,80	20,84	[11,68,20,80,1,94]			
P5[13.00,24.00,0.00]=3.98	P6[6.70,18.03,0.00]=5.64	P7[2.90,24.00,0.00]=9.52	P4[11.00,11.00,0.00]=10.01	11,80	20,85	[11,67,20,80,1,94]			
P5[13.00,24.00,0.00]=3.96	P6[6.70,18.03,0.00]=5.66	P7[2.90,24.00,0.00]=9.52	P4[11.00,11.00,0.00]=10.02	11,59	20,77	[11,67,20,81,1,94]			
P5[13.00,24.00,0.00]=4.00	P6[6.70,18.03,0.00]=5.68	P7[2.90,24.00,0.00]=9.52	P4[11.00,11.00,0.00]=10.08	11,81	20,91	[11,66,20,82,1,97]			
P5[13.00,24.00,0.00]=3.94	P6[6.70,18.03,0.00]=5.64	P7[2.90,24.00,0.00]=9.54	P4[11.00,11.00,0.00]=10.10	11,82	20,92	[11,67,20,83,1,98]			
P5[13.00,24.00,0.00]=4.02	P6[6.70,18.03,0.00]=5.77	P7[2.90,24.00,0.00]=9.56	P4[11.00,11.00,0.00]=10.07	11,87	20,90	[11,67,20,83,2,00]			
P5[13.00,24.00,0.00]=3.96	P6[6.70,18.03,0.00]=5.66	P7[2.90,24.00,0.00]=9.54	P4[11.00,11.00,0.00]=9.95	11,81	20,80	[11,67,20,81,1,97]			
P5[13.00,24.00,0.00]=4.04	P6[6.70,18.03,0.00]=5.65	P7[2.90,24.00,0.00]=9.52	P4[11.00,11.00,0.00]=9.99	11,79	20,83	[11,66,20,80,1,97]			
P5[13.00,24.00,0.00]=3.96	P6[6.70,18.03,0.00]=5.68	P7[2.90,24.00,0.00]=9.58	P4[11.00,11.00,0.00]=9.99	11,85	20,83	[11,68,20,80,1,96]			
P5[13.00,24.00,0.00]=4.01	P6[6.70,18.03,0.00]=5.73	P7[2.90,24.00,0.00]=9.55	P4[11.00,11.00,0.00]=10.05	11,85	20,89	[11,67,20,80,1,98]			
P5[13.00,24.00,0.00]=3.99	P6[6.70,18.03,0.00]=5.68	P7[2.90,24.00,0.00]=9.54	P4[11.00,11.00,0.00]=10.05	11,83	20,88	[11,67,20,81,1,99]			
P5[13.00,24.00,0.00]=3.93	P6[6.70,18.03,0.00]=5.72	P7[2.90,24.00,0.00]=9.55	P4[11.00,11.00,0.00]=9.98	11,84	20,84	[11,68,20,80,1,95]			
P5[13.00,24.00,0.00]=3.96	P6[6.70,18.03,0.00]=5.68	P7[2.90,24.00,0.00]=9.54	P4[11.00,11.00,0.00]=10.03	11,83	20,87	[11,68,20,80,1,95]			
P5[13.00,24.00,0.00]=4.03	P6[6.70,18.03,0.00]=5.70	P7[2.90,24.00,0.00]=9.56	P4[11.00,11.00,0.00]=10.06	11,85	20,88	[11,68,20,81,1,99]			
P5[13.00,24.00,0.00]=3.93	P6[6.70,18.03,0.00]=5.68	P7[2.90,24.00,0.00]=9.55	P4[11.00,11.00,0.00]=10.03	11,83	20,87	[11,68,20,81,1,97]			
P5[13.00,24.00,0.00]=3.96	P6[6.70,18.03,0.00]=5.68	P7[2.90,24.00,0.00]=9.53	P4[11.00,11.00,0.00]=10.00	11,81	20,85	[11,68,20,81,1,95]			
P5[13.00,24.00,0.00]=3.97	P6[6.70,18.03,0.00]=5.69	P7[2.90,24.00,0.00]=9.57	P4[11.00,11.00,0.00]=10.03	11,85	20,86	[11,69,20,81,1,96]			
P5[13.00,24.00,0.00]=3.99	P6[6.70,18.03,0.00]=5.67	P7[2.90,24.00,0.00]=9.58	P4[11.00,11.00,0.00]=10.03	11,85	20,86	[11,69,20,81,1,97]			
P5[13.00,24.00,0.00]=4.00	P6[6.70,18.03,0.00]=5.72	P7[2.90,24.00,0.00]=9.59	P4[11.00,11.00,0.00]=10.03	11,88	20,86	[11,70,20,80,1,98]			
P5[13.00,24.00,0.00]=3.97	P6[6.70,18.03,0.00]=5.66	P7[2.90,24.00,0.00]=9.48	P4[11.00,11.00,0.00]=9.98	11,77	20,84	[11,68,20,80,1,95]			
P5[13.00,24.00,0.00]=3.98	P6[6.70,18.03,0.00]=5.68	P7[2.90,24.00,0.00]=9.54	P4[11.00,11.00,0.00]=9.97	11,82	20,82	[11,68,20,79,1,94]			
P5[13.00,24.00,0.00]=3.94	P6[6.70,18.03,0.00]=5.68	P7[2.90,24.00,0.00]=9.60	P4[11.00,11.00,0.00]=10.11	11,88	20,92	[11,69,20,81,1,97]			
P5[13.00,24.00,0.00]=3.99	P6[6.70,18.03,0.00]=5.63	P7[2.90,24.00,0.00]=9.51	P4[11.00,11.00,0.00]=10.13	11,79	20,95	[11,68,20,83,2,00]			
P5[13.00,24.00,0.00]=4.00	P6[6.70,18.03,0.00]=5.63	P7[2.90,24.00,0.00]=9.59	P4[11.00,11.00,0.00]=10.07	11,85	20,88	[11,69,20,83,2,02]			
P5[13.00,24.00,0.00]=4.01	P6[6.70,18.03,0.00]=5.66	P7[2.90,24.00,0.00]=9.48	P4[11.00,11.00,0.00]=10.04	11,77	20,88	[11,67,20,83,2,01]			
P5[13.00,24.00,0.00]=4.01	P6[6.70,18.03,0.00]=5.65	P7[2.90,24.00,0.00]=9.53	P4[11.00,11.00,0.00]=9.99	11,80	20,83	[11,66,20,81,2,00]			
P5[13.00,24.00,0.00]=3.95	P6[6.70,18.03,0.00]=5.70	P7[2.90,24.00,0.00]=9.58	P4[11.00,11.00,0.00]=10.03	11,86	20,86	[11,68,20,81,1,99]			
P5[13.00,24.00,0.00]=3.93	P6[6.70,18.03,0.00]=5.66	P7[2.90,24.00,0.00]=9.48	P4[11.00,11.00,0.00]=10.09	11,56	20,84	[11,67,20,83,1,98]			
P5[13.00,24.00,0.00]=4.01	P6[6.70,18.03,0.00]=5.64	P7[2.90,24.00,0.00]=9.52	P4[11.00,11.00,0.00]=10.05	11,80	20,88	[11,66,20,83,1,99]			
P5[13.00,24.00,0.00]=4.00	P6[6.70,18.03,0.00]=5.70	P7[2.90,24.00,0.00]=9.54	P4[11.00,11.00,0.00]=10.05	11,83	20,88	[11,66,20,83,2,00]			
P5[13.00,24.00,0.00]=3.93	P6[6.70,18.03,0.00]=5.67	P7[2.90,24.00,0.00]=9.56	P4[11.00,11.00,0.00]=10.01	11,84	20,85	[11,67,20,82,1,97]			
P5[13.00,24.00,0.00]=3.99	P6[6.70,18.03,0.00]=5.69	P7[2.90,24.00,0.00]=9.52	P4[11.00,11.00,0.00]=10.03	11,81	20,87	[11,67,20,82,1,98]			
P5[13.00,24.00,0.00]=3.98	P6[6.70,18.03,0.00]=5.68	P7[2.90,24.00,0.00]=9.55	P4[11.00,11.00,0.00]=9.99	11,83	20,83	[11,67,20,81,1,96]			
P5[13.00,24.00,0.00]=3.97	P6[6.70,18.03,0.00]=5.72	P7[2.90,24.00,0.00]=9.58	P4[11.00,11.00,0.00]=10.04	11,87	20,87	[11,68,20,81,1,97]			
P5[13.00,24.00,0.00]=3.96	P6[6.70,18.03,0.00]=5.67	P7[2.90,24.00,0.00]=9.50	P4[11.00,11.00,0.00]=10.02	11,79	20,87	[11,67,20,81,1,96]			
P5[13.00,24.00,0.00]=3.94	P6[6.70,18.03,0.00]=5.67	P7[2.90,24.00,0.00]=9.48	P4[11.00,11.00,0.00]=10.10	11,78	20,94	[11,66,20,83,1,96]			
P5[13.00,24.00,0.00]=3.96	P6[6.70,18.03,0.00]=5.66	P7[2.90,24.00,0.00]=9.57	P4[11.00,11.00,0.00]=10.05	11,85	20,88	[11,67,20,83,1,97]			
P5[13.00,24.00,0.00]=3.97	P6[6.70,18.03,0.00]=5.66	P7[2.90,24.00,0.00]=9.57	P4[11.00,11.00,0.00]=10.06	11,85	20,88	[11,68,20,83,1,98]			
P5[13.00,24.00,0.00]=3.94	P6[6.70,18.03,0.00]=5.71	P7[2.90,24.00,0.00]=9.55	P4[11.00,11.00,0.00]=9.96	11,84	20,82	[11,69,20,81,1,94]			
P5[13.00,24.00,0.00]=3.97	P6[6.70,18.03,0.00]=5.68	P7[2.90,24.00,0.00]=9.56	P4[11.00,11.00,0.00]=10.07	11,84	20,90	[11,69,20,82,1,96]			
P5[13.00,24.00,0.00]=3.95	P6[6.70,18.03,0.00]=5.71	P7[2.90,24.00,0.00]=9.56	P4[11.00,11.00,0.00]=10.08	11,85	20,91	[11,69,20,83,1,98]			
P5[13.00,24.00,0.00]=3.94	P6[6.70,18.03,0.00]=5.71	P7[2.90,24.00,0.00]=9.59	P4[11.00,11.00,0.00]=10.10	11,88	20,92	[11,70,20,84,1,99]			
P5[13.00,24.00,0.00]=3.92	P6[6.70,18.03,0.00]=5.72	P7[2.90,24.00,0.00]=9.53	P4[11.00,11.00,0.00]=10.08	11,83	20,92	[11,70,20,85,1,98]			
P5[13.00,24.00,0.00]=3.97	P6[6.70,18.03,0.00]=5.72	P7[2.90,24.00,0.00]=9.53	P4[11.00,11.00,0.00]=10.02	11,83	20,87	[11,69,20,84,1,97]			
P5[13.00,24.00,0.00]=3.96	P6[6.70,18.03,0.00]=5.69	P7[2.90,24.00,0.00]=9.54	P4[11.00,11.00,0.00]=10.00	11,83	20,85	[11,69,20,83,1,96]			
P5[13.00,24.00,0.00]=3.96	P6[6.70,18.03,0.00]=5.66	P7[2.90,24.00,0.00]=9.55	P4[11.00,11.00,0.00]=10.08	11,83	20,91	[11,69,20,83,1,97]			
P5[13.00,24.00,0.00]=3.93	P6[6.70,18.03,0.00]=5.65	P7[2.90,24.00,0.00]=9.59	P4[11.00,11.00,0.00]=10.06	11,86	20,88	[11,70,20,83,1,97]			
P5[13.00,24.00,0.00]=3.92	P6[6.70,18.03,0.00]=5.69	P7[2.90,24.00,0.00]=9.61	P4[11.00,11.00,0.00]=10.03	11,89	20,86	[11,72,20,83,1,96]			
P5[13.00,24.00,0.00]=3.89	P6[6.70,18.03,0.00]=5.68	P7[2.90,24.00,0.00]=9.55	P4[11.00,11.00,0.00]=10.10	11,63	20,84	[11,72,20,84,1,95]			
P5[13.00,24.00,0.00]=3.91	P6[6.70,18.03,0.00]=5.65	P7[2.90,24.00,0.00]=9.60	P4[11.00,11.00,0.00]=10.06	11,87	20,88	[11,73,20,84,1,95]			
P5[13.00,24.00,0.00]=3.93	P6[6.70,18.03,0.00]=5.64	P7[2.90,24.00,0.00]=9.55	P4[11.00,11.00,0.00]=10.10	11,83	20,92	[11,72,20,85,1,96]			
P5[13.00,24.00,0.00]=3.94	P6[6.70,18.03,0.00]=5.66	P7[2.90,24.00,0.00]=9.52	P4[11.00,11.00,0.00]=10.09	11,81	20,92	[11,71,20,86,1,97]			
P5[13.00,24.00,0.00]=3.92	P6[6.70,18.03,0.00]=5.66	P7[2.90,24.00,0.00]=9.58	P4[11.00,11.00,0.00]=10.08	11,64	20,81	[11,71,20,86,1,96]			
P5[13.00,24.00,0.00]=3.89	P6[6.70,18.03,0.00]=5.68	P7[2.90,24.00,0.00]=9.52	P4[11.00,11.00,0.00]=10.11	11,82	20,95	[11,71,20,87,1,96]			
P5[13.00,24.00,0.00]=3.88	P6[6.70,18.03,0.00]=5.69	P7[2.90,24.00,0.00]=9.50	P4[11.00,11.00,0.00]=10.09	11,80	20,94	[11,70,20,87,1,94]			
P5[13.00,24.00,0.00]=3.91	P6[6.70,18.03,0.00]=5.67	P7[2.90,24.00,0.00]=9.57	P4[11.00,11.00,0.00]=10.03	11,85	20,87	[11,71,20,86,1,93]			
P5[13.00,24.00,0.00]=3.97	P6[6.70,18.03,0.00]=5.63	P7[2.90,24.00,0.00]=9.59	P4[11.00,11.00,0.00]=10.07	11,86	20,88	[11,71,20,85,1,95]			
P5[13.00,24.00,0.00]=3.89	P6[6.70,18.03,0.00]=5.64	P7[2.90,24.00,0.00]=9.55	P4[11.00,11.00,0.00]=10.07	11,83	20,90	[11,71,20,86,1,94]			
P5[13.00,24.00,0.00]=3.96	P6[6.70,18.03,0.00]=5.72	P7[2.90,24.00,0.00]=9.59	P4[11.00,11.00,0.00]=10.07	11,88	20,90	[11,71,20,85,1,96]			
P5[13.00,24.00,0.00]=3.93	P6[6.70,18.03,0.00]=5.67	P7[2.90,24.00,0.00]=9.47	P4[11.00,11.00,0.00]=10.08	11,77	20,93	[11,69,20,86,1,96]			
P5[13.00,24.00,0.00]=3.93	P6[6.70,18.03,0.00]=5.63	P7[2.90,24.00,0.00]=9.59	P4[11.00,11.00,0.00]=10.08	11,64	20,80	[11,70,20,86,1,96]			
P5[13.00,24.00,0.00]=3.87	P6[6.70,18.03,0.00]=5.66	P7[2.90,24.00,0.00]=9.53	P4[11.00,11.00,0.00]=10.10	11,82	20,94	[11,71,20,87,1,95]			
P5[13.00,24.00,0.00]=3.90	P6[6.70,18.03,0.00]=5.70	P7[2.90,24.00,0.00]=9.58	P4[11.00,11.00,0.00]=10.16	11,88	20,98	[11,71,20,88,1,97]			
P5[13.00,24.00,0.00]=3.93	P6[6.70,18.03,0.00]=5.66	P7[2.90,24.00,0.00]=9.52	P4[11.00,11.00,0.00]=10.10	11,81	20,93	[11,70,20,88,1,98]			
P5[13.00,24.00,0.00]=3.95	P6[6.70,18.03,0.00]=5.67	P7[2.90,24.00,0.00]=9.52	P4[11.00,11.00,0.00]=10.12	11,81	20,95	[11,70,20,88,1,99]			
P5[13.00,24.00,0.00]=3.93	P6[6.70,18.03,0.00]=5.64	P7[2.90,24.00,0.00]=9.53	P4[11.00,11.00,0.00]=10.00	11,80	20,85	[11,69,20,86,1,96]			
P5[13.00,24.00,0.00]=3.89	P6[6.70,18.03,0.00]=5.68	P7[2.90,24.00,0.00]=9.56	P4[11.00,11.00,0.00]=10.06	11,85	20,90	[11,70,20,86,1,95]			
P5[13.00,24.00,0.00]=3.98	P6[6.70,18.03,0.00]=5.66	P7[2.90,24.00,0.00]=9.49	P4[11.00,11.00,0.00]=10.10	11,78	20,93	[11,68,20,86,1,97]			
P5[13.00,24.00,0.00]=3.89	P6[6.70,18.03,0.00]=5.66	P7[2.90,24.00,0.00]=9.52	P4[11.00,11.00,0.00]=10.15	11,82	20,98	[11,68,20,88,1,97]			
P5[13.00,24.00,0.00]=3.91	P6[6.70,18.03,0.00]=5.66	P7[2.90,24.00,0.00]=9.58	P4[11.00,11.00,0.00]=10.11	11,86	20,93	[11,70,20,88,1,98]			
P5[13.00,24.00,0.00]=3.89	P6[6.70,18.03,0.00]=5.67	P7[2.90,24.00,0.00]=9.54	P4[11.00,11.00,0.00]=10.08	11,83	20,92	[11,70,20,88,1,96]			
P5[13.00,24.00,0.00]=3.89	P6[6.70,18.03,0.00]=5.66	P7[2.90,24.00,0.00]=9.52	P4[11.00,11.00,0.00]=10.06	11,81	20,90	[11,69,20,87,1,94]			
P5[13.00,24.00,0.00]=3.93	P6[6.70,18.03,0.00]=5.67	P7[2.90,24.00,0.00]=9.47	P4[11.00,11.00,0.00]=10.06	11,77	20,91	[11,68,20,87,1,93]			
P5[13.00,24.00,0.00]=3.92	P6[6.70,18.03,0.00]=5.64	P7[2.90,24.00,0.00]=9.48	P4[11.00,11.00,0.00]=10.03	11,77	20,88	[11,67,20,86,1,92]			
P5[13.00,24.00,0.00]=3.95	P6[6.70,18.03,0.00]=5.65	P7[2.90,24.00,0.00]=9.50	P4[11.00,11.00,0.00]=10.18	11,80	21,00	[11,66,20,88,1,96]			
P5[13.00,24.00,0.00]=3.93	P6[6.70,18.03,0.00]=5.67	P7[2.90,24.00,0.00]=9.53	P4[11.00,11.00,0.00]=10.07	11,82	20,91	[11,67,20,87,1,96]			
P5[13.00,24.00,0.00]=3.93	P6[6.70,18.03,0.00]=5.68	P7[2.90,24.00,0.00]=9.51	P4[11.00,11.00,0.00]=10.11	11,81	20,94	[11,67,20,88,1,97]			
P5[13.00,24.00,0.00]=3.88	P6[6.70,18.03,0.00]=5.62	P7[2.90,24.00,0.00]=9.54	P4[11.00,11.00,0.00]=10.09	11,82	20,92	[11,68,20,88,1,96]			
P5[13.00,24.00,0.00]=3.93	P6[6.70,18.03,0.00]=5.69	P7[2.90,24.00,0.00]=9.51	P4[11.00,11.00,0.00]=10.07	11,81	20,91	[11,67,20,87,1,96]			
P5[13.00,24.00,0.00]=3.93	P6[6.70,18.03,0.00]=5.64	P7[2.90,24.00,0.00]=9.50	P4[11.00,11.00,0.00]=10.11	11,79	20,94	[11,67,20,88,1,96]			
P5[13.00,24.00,0.00]=3.91	P6[6.70,18.03,0.00]=5.67	P7[2.90,24.00,0.00]=9.51	P4[11.00,11.00,0.00]=10.09	11,81	20,93	[11,67,20,88,1,96]			
P5[13.00,24.00,0.00]=3.91	P6[6.70,18.03,0.00]=5.64	P7[2.90,24.00,0.00]=9.49	P4[11.00,11.00,0.00]=10.14	11,56	20,88	[11,66,20,89,1,97]			
P5[13.00,24.00,0.00]=3.96	P6[6.70,18.03,0.00]=5.66	P7[2.90,24.00,0.00]=9.50	P4[11.00,11.00,0.00]=10.07	11,79	20,91	[11,66,20,88,1,97]			
P5[13.00,24.00,0.00]=3.90	P6[6.70,18.03,0.00]=5.70	P7[2.90,24.00,0.00]=9.49	P4[11.00,11.00,0.00]=10.06	11,80	20,91	[11,66,20,87,1,95]			
P5[13.00,24.00,0.00]=3.92	P6[6.70,18.03,0.00]=5.68	P7[2.90,24.00,0.00]=9.54	P4[11.00,11.00,0.00]=10.05	11,83	20,89	[11,67,20,87,1,94]			
P5[13.00,24.00,0.00]=3.89	P6[6.70,18.03,0.00]=5.71	P7[2.90,24.00,0.00]=9.49	P4[11.00,11.00,0.00]=10.14	11,81	20,98	[11,67,20,88,1,95]			
P5[13.00,24.00,0.00]=3.92	P6[6.70,18.03,0.00]=5.64	P7[2.90,24.00,0.00]=9.52	P4[11.00,11.00,0.00]=10.12	11,81	20,95	[11,67,20,89,1,96]			
P5[13.00,24.00,0.00]=3.90	P6[6.70,18.03,0.00]=5.72	P7[2.90,24.00,0.00]=9.54	P4[11.00,11.00,0.00]=10.11	11,85	20,95	[11,68,20,89,1,96]			
P5[13.00,24.00,0.00]=3.94	P6[6.70,18.03,0.00]=5.67	P7[2.90,24.00,0.00]=9.54	P4[11.00,11.00,0.00]=10.12	11,83	20,94	[11,68,20,89,1,98]			
P5[13.00,24.00,0.00]=3.92	P6[6.70,18.03,0.00]=5.68	P7[2.90,24.00,0.00]=9.57	P4[11.00,11.00,0.00]=10.09	11,64	20,82	[11,69,20,88,1,98]			
P5[13.00,24.00,0.00]=3.92	P6[6.70,18.03,0.00]=5.64	P7[2.90,24.00,0.00]=9.52	P4[11.00,11.00,0.00]=10.14	11,81	20,96	[11,69,20,89,1,99]			
P5[13.00,24.00,0.00]=3.91	P6[6.70,18.03,0.00]=5.64	P7[2.90,24.00,0.00]=9.49	P4[11.00,11.00,0.00]=10.07	11,78	20,91	[11,68,20,88,1,97]			
P5[13.00,24.00,0.00]=3.97	P6[6.70,18.03,0.00]=5.66	P7[2.90,24.00,0.00]=9.49	P4[11.00,11.00,0.00]=10.04	11,78	20,89	[11,67,20,87,1,96]			
P5[13.00,24.00,0.00]=3.92	P6[6.70,18.03,0.00]=5.63	P7[2.90,24.00,0.00]=9.44	P4[11.00,11.00,0.00]=10.18	11,74	21,01	[11,65,20,89,1,98]			
P5[13.00,24.00,0.00]=3.85	P6[6.70,18.03,0.00]=5.64	P7[2.90,24.00,0.00]=9.49	P4[11.00,11.00,0.00]=10.18	11,79	21,01	[11,66,20,91,1,97]			
P5[13.00,24.00,0.00]=3.92	P6[6.70,18.03,0.00]=5.65	P7[2.90,24.00,0.00]=9.46	P4[11.00,11.00,0.00]=10.04	11,76	20,90	[11,65,20,89,1,95]			
P5[13.00,24.00,0.00]=3.87	P6[6.70,18.03,0.00]=5.63	P7[2.90,24.00,0.00]=9.44	P4[11.00,11.00,0.00]=10.06	11,74	20,92	[11,64,20,89,1,92]			
P5[13.00,24.00,0.00]=3.85	P6[6.70,18.03,0.00]=5.63	P7[2.90,24.00,0.00]=9.42	P4[11.00,11.00,0.00]=10.13	11,73	20,98	[11,63,20,90,1,90]			
P5[13.00,24.00,0.00]=3.87	P6[6.70,18.03,0.00]=5.60	P7[2.90,24.00,0.00]=9.49	P4[11.00,11.00,0.00]=10.13	11,78	20,96	[11,64,20,90,1,91]			
P5[13.00,24.00,0.00]=4.06	P6[6.70,18.03,0.00]=5.56	P7[2.90,24.00,0.00]=9.40	P4[11.00,11.00,0.00]=10.15	11,68	20,97	[11,61,20,90,1,97]			
P5[13.00,24.00,0.00]=4.02	P6[6.70,18.03,0.00]=5.47	P7[2.90,24.00,0.00]=9.34	P4[11.00,11.00,0.00]=9.96	11,60	20,82	[11,57,20,87,1,94]			
P5[13.00,24.00,0.00]=4.07	P6[6.70,18.03,0.00]=5.50	P7[2.90,24.00,0.00]=9.30	P4[11.00,11.00,0.00]=10.00	11,57	20,86	[11,53,20,85,1,94]			
P5[13.00,24.00,0.00]=4.03	P6[6.70,18.03,0.00]=5.40	P7[2.90,24.00,0.00]=9.36	P3[13.00,0.00,0.00]=20.13	11,49	20,09	[11,53,20,68,1,58]			
P5[13.00,24.00,0.00]=4.13	P6[6.70,18.03,0.00]=5.31	P7[2.90,24.00,0.00]=9.19	P3[13.00,0.00,0.00]=20.15	11,32	20,10	[11,48,20,55,1,36]			
P5[13.00,24.00,0.00]=4.09	P6[6.70,18.03,0.00]=5.25	P7[2.90,24.00,0.00]=9.08	null	11,27	20,43	[11,41,20,54,0,74]			
P5[13.00,24.00,0.00]=3.57	P6[6.70,18.03,0.00]=5.14	P7[2.90,24.00,0.00]=9.00	P3[13.00,0.00,0.00]=20.06	11,17	20,03	[11,44,20,50,0,75]			
P5[13.00,24.00,0.00]=3.86	P6[6.70,18.03,0.00]=5.10	P7[2.90,24.00,0.00]=9.00	P3[13.00,0.00,0.00]=20.55	11,19	20,47	[11,40,20,49,0,45]			
P5[13.00,24.00,0.00]=4.01	P6[6.70,18.03,0.00]=5.04	P7[2.90,24.00,0.00]=8.90	null	11,08	20,49	[11,32,20,50,0,25]			
P5[13.00,24.00,0.00]=4.13	P6[6.70,18.03,0.00]=4.97	P7[2.90,24.00,0.00]=8.79	null	10,96	20,48	[11,22,20,50,-0,00]			
P5[13.00,24.00,0.00]=4.00	P6[6.70,18.03,0.00]=4.87	P7[2.90,24.00,0.00]=8.58	P4[11.00,11.00,0.00]=10.16	10,83	21,05	[11,12,20,63,0,39]			
P5[13.00,24.00,0.00]=3.88	P6[6.70,18.03,0.00]=4.77	P7[2.90,24.00,0.00]=8.52	P4[11.00,11.00,0.00]=10.18	10,77	21,08	[11,06,20,62,0,10]			
P5[13.00,24.00,0.00]=3.93	P6[6.70,18.03,0.00]=4.67	P7[2.90,24.00,0.00]=8.46	P4[11.00,11.00,0.00]=10.35	10,70	21,21	[11,00,20,61,-0,08]			
P5[13.00,24.00,0.00]=4.09	P6[6.70,18.03,0.00]=4.60	P7[2.90,24.00,0.00]=8.35	P4[11.00,11.00,0.00]=10.69	10,57	21,49	[10,90,20,60,-0,17]			
P5[13.00,24.00,0.00]=4.26	P6[6.70,18.03,0.00]=4.48	P7[2.90,24.00,0.00]=8.20	P4[11.00,11.00,0.00]=10.78	10,39	21,55	[10,78,20,59,-0,33]			
P5[13.00,24.00,0.00]=4.29	P6[6.70,18.03,0.00]=4.35	P7[2.90,24.00,0.00]=8.10	P4[11.00,11.00,0.00]=10.71	10,27	21,49	[10,67,20,58,-0,36]			
P5[13.00,24.00,0.00]=4.17	P6[6.70,18.03,0.00]=4.28	P7[2.90,24.00,0.00]=8.02	P4[11.00,11.00,0.00]=11.27	10,18	21,98	[10,59,20,58,-0,41]			
P5[13.00,24.00,0.00]=4.16	P6[6.70,18.03,0.00]=4.19	P7[2.90,24.00,0.00]=7.92	P4[11.00,11.00,0.00]=11.38	10,07	22,08	[10,52,20,57,-0,53]			
P5[13.00,24.00,0.00]=4.16	P6[6.70,18.03,0.00]=4.18	P7[2.90,24.00,0.00]=7.80	P4[11.00,11.00,0.00]=11.45	9,96	22,15	[10,44,20,60,-0,44]			
P5[13.00,24.00,0.00]=4.30	P6[6.70,18.03,0.00]=4.01	P7[2.90,24.00,0.00]=7.68	P4[11.00,11.00,0.00]=11.54	9,79	22,20	[10,34,20,60,-0,55]			
P5[13.00,24.00,0.00]=4.46	P6[6.70,18.03,0.00]=3.89	P7[2.90,24.00,0.00]=7.56	P4[11.00,11.00,0.00]=11.63	9,62	22,26	[10,22,20,60,-0,53]			
P6[6.70,18.03,0.00]=3.87	P5[13.00,24.00,0.00]=4.62	P7[2.90,24.00,0.00]=7.42	P4[11.00,11.00,0.00]=11.66	9,46	22,28	[10,08,20,62,-0,35]			
P6[6.70,18.03,0.00]=3.78	P5[13.00,24.00,0.00]=4.72	P7[2.90,24.00,0.00]=7.32	P4[11.00,11.00,0.00]=11.79	9,31	22,38	[9,94,20,63,-0,20]			
P6[6.70,18.03,0.00]=3.75	P5[13.00,24.00,0.00]=4.80	P7[2.90,24.00,0.00]=7.14	null	9,31	20,84	[9,79,20,66,-0,02]			
P6[6.70,18.03,0.00]=3.66	P5[13.00,24.00,0.00]=4.86	P7[2.90,24.00,0.00]=7.15	null	9,28	20,77	[9,68,20,67,0,08]			
P6[6.70,18.03,0.00]=3.55	P5[13.00,24.00,0.00]=4.86	P7[2.90,24.00,0.00]=7.05	null	9,19	20,81	[9,58,20,66,0,25]			
P6[6.70,18.03,0.00]=3.53	P5[13.00,24.00,0.00]=5.03	P7[2.90,24.00,0.00]=6.93	null	9,05	20,80	[9,46,20,67,0,30]			
P6[6.70,18.03,0.00]=3.54	P5[13.00,24.00,0.00]=5.04	P7[2.90,24.00,0.00]=6.86	null	9,00	20,85	[9,35,20,70,0,35]			
P6[6.70,18.03,0.00]=3.34	P5[13.00,24.00,0.00]=5.10	P7[2.90,24.00,0.00]=6.81	null	8,92	20,79	[9,26,20,68,0,45]			
P6[6.70,18.03,0.00]=3.26	P5[13.00,24.00,0.00]=5.23	P7[2.90,24.00,0.00]=6.72	null	8,80	20,75	[9,16,20,66,0,55]			
P6[6.70,18.03,0.00]=3.19	P5[13.00,24.00,0.00]=5.32	P7[2.90,24.00,0.00]=6.46	null	8,58	20,87	[9,03,20,67,0,60]			
P6[6.70,18.03,0.00]=3.32	P5[13.00,24.00,0.00]=5.37	P7[2.90,24.00,0.00]=6.81	null	8,81	20,62	[8,98,20,64,0,66]			
P6[6.70,18.03,0.00]=3.23	P5[13.00,24.00,0.00]=5.42	P7[2.90,24.00,0.00]=6.64	null	8,67	20,69	[8,91,20,63,0,65]			
P6[6.70,18.03,0.00]=3.11	P5[13.00,24.00,0.00]=5.49	P7[2.90,24.00,0.00]=6.44	null	8,49	20,77	[8,81,20,64,0,56]			
P6[6.70,18.03,0.00]=3.01	P5[13.00,24.00,0.00]=5.47	P7[2.90,24.00,0.00]=6.41	null	8,47	20,77	[8,74,20,63,0,59]			
P6[6.70,18.03,0.00]=3.00	P5[13.00,24.00,0.00]=5.57	P7[2.90,24.00,0.00]=6.42	null	8,43	20,71	[8,67,20,61,0,66]			
P6[6.70,18.03,0.00]=2.92	P5[13.00,24.00,0.00]=5.58	P7[2.90,24.00,0.00]=6.35	null	8,37	20,73	[8,61,20,59,0,67]			
P6[6.70,18.03,0.00]=2.91	P5[13.00,24.00,0.00]=5.62	P7[2.90,24.00,0.00]=6.29	null	8,32	20,75	[8,55,20,58,0,68]			
P6[6.70,18.03,0.00]=2.85	P5[13.00,24.00,0.00]=5.69	P7[2.90,24.00,0.00]=6.26	null	8,26	20,71	[8,48,20,57,0,69]			
