Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated
P6[6.70,18.03,0.00]=2.61;P5[13.00,24.00,0.00]=5.90;P9[13.00,16.50,0.00]=8.25;P7[2.90,24.00,0.00]=6.18;[7.46, 21.72, 0.0]
P6[6.70,18.03,0.00]=2.55;P5[13.00,24.00,0.00]=5.88;P9[13.00,16.50,0.00]=8.18;P7[2.90,24.00,0.00]=6.11;[7.56, 21.58, -1.84]
P6[6.70,18.03,0.00]=2.66;P5[13.00,24.00,0.00]=5.88;P9[13.00,16.50,0.00]=7.51;P7[2.90,24.00,0.00]=6.13;[7.72, 21.23, 0.0]
P6[6.70,18.03,0.00]=2.76;P5[13.00,24.00,0.00]=5.89;P9[13.00,16.50,0.00]=7.01;P7[2.90,24.00,0.00]=6.19;[7.92, 20.93, 0.0]
P6[6.70,18.03,0.00]=2.73;P5[13.00,24.00,0.00]=5.93;P9[13.00,16.50,0.00]=6.81;P7[2.90,24.00,0.00]=6.14;[7.94, 20.81, 0.0]
P6[6.70,18.03,0.00]=2.73;P5[13.00,24.00,0.00]=5.89;P9[13.00,16.50,0.00]=6.84;P7[2.90,24.00,0.00]=6.20;[7.97, 20.83, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.86;P9[13.00,16.50,0.00]=6.83;P7[2.90,24.00,0.00]=6.16;[7.98, 20.86, 0.0]
P6[6.70,18.03,0.00]=2.76;P5[13.00,24.00,0.00]=5.84;P9[13.00,16.50,0.00]=6.75;P7[2.90,24.00,0.00]=6.13;[8.01, 20.84, 0.0]
P6[6.70,18.03,0.00]=2.83;P5[13.00,24.00,0.00]=5.89;P9[13.00,16.50,0.00]=6.78;P7[2.90,24.00,0.00]=6.18;[8.01, 20.83, -0.8]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.95;P7[2.90,24.00,0.00]=6.22;P9[13.00,16.50,0.00]=6.90;[7.93, 20.82, 0.0]
P6[6.70,18.03,0.00]=2.71;P5[13.00,24.00,0.00]=5.91;P9[13.00,16.50,0.00]=6.93;P7[2.90,24.00,0.00]=6.19;[7.93, 20.86, 0.0]
P6[6.70,18.03,0.00]=2.79;P5[13.00,24.00,0.00]=5.87;P9[13.00,16.50,0.00]=6.84;P7[2.90,24.00,0.00]=6.16;[7.98, 20.87, 0.0]
P6[6.70,18.03,0.00]=2.81;P5[13.00,24.00,0.00]=5.76;P9[13.00,16.50,0.00]=7.14;P7[2.90,24.00,0.00]=6.17;[7.97, 21.09, -1.1]
P6[6.70,18.03,0.00]=2.84;P5[13.00,24.00,0.00]=5.73;P9[13.00,16.50,0.00]=6.89;P7[2.90,24.00,0.00]=6.16;[8.04, 20.99, 0.0]
P6[6.70,18.03,0.00]=2.80;P5[13.00,24.00,0.00]=5.69;P9[13.00,16.50,0.00]=6.98;P7[2.90,24.00,0.00]=6.24;[8.06, 21.03, 0.0]
P6[6.70,18.03,0.00]=2.86;P5[13.00,24.00,0.00]=5.66;P9[13.00,16.50,0.00]=6.89;P7[2.90,24.00,0.00]=6.18;[8.08, 21.03, 0.0]
P6[6.70,18.03,0.00]=2.82;P5[13.00,24.00,0.00]=5.63;P9[13.00,16.50,0.00]=6.94;P7[2.90,24.00,0.00]=6.18;[8.09, 21.06, -0.64]
P6[6.70,18.03,0.00]=2.78;P5[13.00,24.00,0.00]=5.70;P9[13.00,16.50,0.00]=6.99;P7[2.90,24.00,0.00]=6.14;[8.01, 21.05, 0.0]
P6[6.70,18.03,0.00]=2.86;P5[13.00,24.00,0.00]=5.75;P9[13.00,16.50,0.00]=7.11;P7[2.90,24.00,0.00]=6.32;[8.06, 21.05, -1.34]
P6[6.70,18.03,0.00]=2.82;P5[13.00,24.00,0.00]=5.68;P9[13.00,16.50,0.00]=7.19;P7[2.90,24.00,0.00]=6.16;[7.97, 21.18, 0.0]
P6[6.70,18.03,0.00]=2.79;P5[13.00,24.00,0.00]=5.68;P9[13.00,16.50,0.00]=7.04;P7[2.90,24.00,0.00]=6.08;[7.99, 21.11, 0.0]
P6[6.70,18.03,0.00]=2.76;P5[13.00,24.00,0.00]=5.70;P9[13.00,16.50,0.00]=7.56;P7[2.90,24.00,0.00]=5.93;[7.75, 21.43, 0.0]
P6[6.70,18.03,0.00]=2.81;P5[13.00,24.00,0.00]=5.65;P9[13.00,16.50,0.00]=7.48;P7[2.90,24.00,0.00]=6.22;[7.95, 21.32, -1.41]
P6[6.70,18.03,0.00]=2.76;P5[13.00,24.00,0.00]=5.66;P9[13.00,16.50,0.00]=7.70;P7[2.90,24.00,0.00]=6.24;[7.88, 21.43, -1.6]
P6[6.70,18.03,0.00]=2.82;P5[13.00,24.00,0.00]=5.69;P9[13.00,16.50,0.00]=7.53;P7[2.90,24.00,0.00]=6.25;[7.88, 21.38, 0.0]
P6[6.70,18.03,0.00]=2.77;P5[13.00,24.00,0.00]=5.74;P9[13.00,16.50,0.00]=8.10;P7[2.90,24.00,0.00]=6.34;[7.78, 21.59, -2.04]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.74;P9[13.00,16.50,0.00]=6.89;P7[2.90,24.00,0.00]=6.17;[8.03, 20.96, 0.0]
P6[6.70,18.03,0.00]=2.73;P5[13.00,24.00,0.00]=5.76;P9[13.00,16.50,0.00]=6.98;P7[2.90,24.00,0.00]=6.37;[8.06, 20.94, 0.0]
P6[6.70,18.03,0.00]=2.76;P5[13.00,24.00,0.00]=5.73;P9[13.00,16.50,0.00]=7.13;P7[2.90,24.00,0.00]=6.28;[8.0, 21.08, 0.0]
P6[6.70,18.03,0.00]=2.75;P5[13.00,24.00,0.00]=5.75;P9[13.00,16.50,0.00]=7.49;P7[2.90,24.00,0.00]=6.32;[7.94, 21.23, -1.62]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.75;P9[13.00,16.50,0.00]=7.02;P7[2.90,24.00,0.00]=6.36;[8.05, 20.97, 0.0]
P6[6.70,18.03,0.00]=2.81;P5[13.00,24.00,0.00]=5.74;P9[13.00,16.50,0.00]=7.06;P7[2.90,24.00,0.00]=6.20;[8.01, 21.05, -1.04]
P6[6.70,18.03,0.00]=2.82;P5[13.00,24.00,0.00]=5.76;P9[13.00,16.50,0.00]=7.19;P7[2.90,24.00,0.00]=6.28;[8.01, 21.09, -1.35]
P6[6.70,18.03,0.00]=2.83;P5[13.00,24.00,0.00]=5.76;P9[13.00,16.50,0.00]=7.19;P7[2.90,24.00,0.00]=6.34;[8.03, 21.07, -1.44]
P6[6.70,18.03,0.00]=2.82;P5[13.00,24.00,0.00]=5.73;P9[13.00,16.50,0.00]=7.03;P7[2.90,24.00,0.00]=6.32;[8.05, 21.02, 0.0]
P6[6.70,18.03,0.00]=2.82;P5[13.00,24.00,0.00]=5.76;P9[13.00,16.50,0.00]=7.18;P7[2.90,24.00,0.00]=6.16;[7.93, 21.13, 0.0]
P6[6.70,18.03,0.00]=2.80;P5[13.00,24.00,0.00]=5.77;P9[13.00,16.50,0.00]=7.13;P7[2.90,24.00,0.00]=6.36;[8.01, 21.04, 0.0]
P6[6.70,18.03,0.00]=2.78;P5[13.00,24.00,0.00]=5.76;P9[13.00,16.50,0.00]=7.06;P7[2.90,24.00,0.00]=6.28;[8.01, 21.02, 0.0]
P6[6.70,18.03,0.00]=2.79;P5[13.00,24.00,0.00]=5.75;P9[13.00,16.50,0.00]=7.08;P7[2.90,24.00,0.00]=6.37;[8.04, 21.02, 0.0]
P6[6.70,18.03,0.00]=2.78;P5[13.00,24.00,0.00]=5.77;P9[13.00,16.50,0.00]=7.16;P7[2.90,24.00,0.00]=6.38;[8.0, 21.05, 0.0]
P6[6.70,18.03,0.00]=2.80;P5[13.00,24.00,0.00]=5.72;P9[13.00,16.50,0.00]=7.12;P7[2.90,24.00,0.00]=6.35;[8.04, 21.07, 0.0]
P6[6.70,18.03,0.00]=2.80;P5[13.00,24.00,0.00]=5.73;P9[13.00,16.50,0.00]=7.08;P7[2.90,24.00,0.00]=6.41;[8.1, 21.0, -1.4]
P6[6.70,18.03,0.00]=2.79;P5[13.00,24.00,0.00]=5.75;P9[13.00,16.50,0.00]=7.11;P7[2.90,24.00,0.00]=6.14;[7.97, 21.08, -0.98]
P6[6.70,18.03,0.00]=2.80;P5[13.00,24.00,0.00]=5.72;P9[13.00,16.50,0.00]=7.11;P7[2.90,24.00,0.00]=6.34;[8.07, 21.05, -1.31]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.73;P9[13.00,16.50,0.00]=6.97;P7[2.90,24.00,0.00]=5.88;[7.91, 21.08, 0.0]
P6[6.70,18.03,0.00]=2.77;P5[13.00,24.00,0.00]=5.74;P9[13.00,16.50,0.00]=7.13;P7[2.90,24.00,0.00]=6.11;[7.95, 21.1, -0.91]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.77;P9[13.00,16.50,0.00]=6.98;P7[2.90,24.00,0.00]=6.23;[8.0, 20.97, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.78;P9[13.00,16.50,0.00]=6.99;P7[2.90,24.00,0.00]=6.37;[8.08, 20.93, -1.26]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.76;P9[13.00,16.50,0.00]=7.09;P7[2.90,24.00,0.00]=6.15;[7.95, 21.06, 0.0]
P6[6.70,18.03,0.00]=2.71;P5[13.00,24.00,0.00]=5.73;P9[13.00,16.50,0.00]=7.07;P7[2.90,24.00,0.00]=6.29;[8.01, 21.03, 0.0]
P6[6.70,18.03,0.00]=2.76;P5[13.00,24.00,0.00]=5.75;P9[13.00,16.50,0.00]=7.08;P7[2.90,24.00,0.00]=6.42;[8.09, 20.98, -1.41]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.73;P9[13.00,16.50,0.00]=7.01;P7[2.90,24.00,0.00]=6.31;[8.07, 20.98, -1.12]
P6[6.70,18.03,0.00]=2.72;P5[13.00,24.00,0.00]=5.67;P9[13.00,16.50,0.00]=7.11;P7[2.90,24.00,0.00]=6.31;[8.04, 21.08, 0.0]
P6[6.70,18.03,0.00]=2.72;P5[13.00,24.00,0.00]=5.72;P9[13.00,16.50,0.00]=7.20;P7[2.90,24.00,0.00]=6.43;[8.03, 21.07, 0.0]
P6[6.70,18.03,0.00]=2.71;P5[13.00,24.00,0.00]=5.75;P9[13.00,16.50,0.00]=7.15;P7[2.90,24.00,0.00]=6.47;[8.09, 20.99, -1.52]
P6[6.70,18.03,0.00]=2.72;P5[13.00,24.00,0.00]=5.74;P9[13.00,16.50,0.00]=7.16;P7[2.90,24.00,0.00]=6.43;[8.03, 21.04, 0.0]
P6[6.70,18.03,0.00]=2.69;P5[13.00,24.00,0.00]=5.78;P9[13.00,16.50,0.00]=7.20;P7[2.90,24.00,0.00]=5.91;[7.82, 21.16, 0.0]
P6[6.70,18.03,0.00]=2.71;P5[13.00,24.00,0.00]=5.75;P9[13.00,16.50,0.00]=7.18;P7[2.90,24.00,0.00]=6.39;[8.0, 21.05, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.70;P9[13.00,16.50,0.00]=7.14;P7[2.90,24.00,0.00]=6.41;[8.06, 21.06, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.71;P9[13.00,16.50,0.00]=7.66;P7[2.90,24.00,0.00]=6.40;[7.88, 21.4, 0.0]
P6[6.70,18.03,0.00]=2.73;P5[13.00,24.00,0.00]=5.73;P9[13.00,16.50,0.00]=7.68;P7[2.90,24.00,0.00]=6.16;[7.77, 21.45, 0.0]
P6[6.70,18.03,0.00]=2.77;P5[13.00,24.00,0.00]=5.71;P9[13.00,16.50,0.00]=7.34;P7[2.90,24.00,0.00]=6.47;[8.01, 21.17, 0.0]
P6[6.70,18.03,0.00]=2.75;P5[13.00,24.00,0.00]=5.71;P9[13.00,16.50,0.00]=7.26;P7[2.90,24.00,0.00]=6.53;[8.06, 21.1, 0.0]
P6[6.70,18.03,0.00]=2.73;P5[13.00,24.00,0.00]=5.79;P9[13.00,16.50,0.00]=7.72;P7[2.90,24.00,0.00]=6.45;[7.82, 21.38, 0.0]
P6[6.70,18.03,0.00]=2.76;P5[13.00,24.00,0.00]=5.73;P9[13.00,16.50,0.00]=7.29;P7[2.90,24.00,0.00]=6.22;[7.92, 21.19, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.74;P9[13.00,16.50,0.00]=7.31;P7[2.90,24.00,0.00]=6.54;[8.03, 21.11, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.71;P9[13.00,16.50,0.00]=7.23;P7[2.90,24.00,0.00]=6.29;[7.98, 21.14, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.74;P9[13.00,16.50,0.00]=7.18;P7[2.90,24.00,0.00]=5.85;[7.83, 21.19, 0.0]
P6[6.70,18.03,0.00]=2.76;P5[13.00,24.00,0.00]=5.68;P9[13.00,16.50,0.00]=7.15;P7[2.90,24.00,0.00]=5.89;[7.88, 21.21, 0.0]
P6[6.70,18.03,0.00]=2.75;P5[13.00,24.00,0.00]=5.67;P9[13.00,16.50,0.00]=7.40;P7[2.90,24.00,0.00]=5.87;[7.8, 21.36, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.72;P9[13.00,16.50,0.00]=7.75;P7[2.90,24.00,0.00]=5.96;[7.68, 21.54, 0.0]
P6[6.70,18.03,0.00]=2.79;P5[13.00,24.00,0.00]=5.75;P7[2.90,24.00,0.00]=5.93;P9[13.00,16.50,0.00]=7.23;[7.84, 21.21, 0.0]
P6[6.70,18.03,0.00]=2.75;P5[13.00,24.00,0.00]=5.74;P7[2.90,24.00,0.00]=5.87;P9[13.00,16.50,0.00]=7.01;[7.89, 21.1, 0.0]
P6[6.70,18.03,0.00]=2.73;P5[13.00,24.00,0.00]=5.75;P7[2.90,24.00,0.00]=5.97;P9[13.00,16.50,0.00]=7.13;[7.88, 21.13, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.73;P7[2.90,24.00,0.00]=5.85;P9[13.00,16.50,0.00]=7.07;[7.87, 21.14, 0.0]
P6[6.70,18.03,0.00]=2.72;P5[13.00,24.00,0.00]=5.76;P7[2.90,24.00,0.00]=6.01;P9[13.00,16.50,0.00]=7.06;[7.91, 21.08, 0.0]
P6[6.70,18.03,0.00]=2.73;P5[13.00,24.00,0.00]=5.78;P7[2.90,24.00,0.00]=5.95;P9[13.00,16.50,0.00]=7.07;[7.88, 21.09, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.76;P7[2.90,24.00,0.00]=5.90;P9[13.00,16.50,0.00]=7.20;[7.83, 21.18, 0.0]
P6[6.70,18.03,0.00]=2.76;P5[13.00,24.00,0.00]=5.71;P7[2.90,24.00,0.00]=5.82;P9[13.00,16.50,0.00]=7.11;[7.86, 21.18, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.78;P7[2.90,24.00,0.00]=5.84;P9[13.00,16.50,0.00]=7.12;[7.83, 21.14, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.70;P7[2.90,24.00,0.00]=6.19;P9[13.00,16.50,0.00]=7.12;[7.98, 21.11, 0.0]
P6[6.70,18.03,0.00]=2.73;P5[13.00,24.00,0.00]=5.69;P7[2.90,24.00,0.00]=6.44;P9[13.00,16.50,0.00]=7.14;[8.11, 21.04, -1.43]
P6[6.70,18.03,0.00]=2.77;P5[13.00,24.00,0.00]=5.72;P9[13.00,16.50,0.00]=7.18;P7[2.90,24.00,0.00]=6.39;[8.03, 21.09, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.65;P9[13.00,16.50,0.00]=7.15;P7[2.90,24.00,0.00]=6.44;[8.09, 21.09, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.68;P9[13.00,16.50,0.00]=7.19;P7[2.90,24.00,0.00]=6.18;[7.97, 21.16, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.68;P9[13.00,16.50,0.00]=7.21;P7[2.90,24.00,0.00]=6.37;[8.03, 21.13, 0.0]
P6[6.70,18.03,0.00]=2.72;P5[13.00,24.00,0.00]=5.68;P9[13.00,16.50,0.00]=7.21;P7[2.90,24.00,0.00]=6.37;[8.03, 21.12, 0.0]
P6[6.70,18.03,0.00]=2.76;P5[13.00,24.00,0.00]=5.67;P9[13.00,16.50,0.00]=7.22;P7[2.90,24.00,0.00]=6.26;[7.99, 21.17, 0.0]
P6[6.70,18.03,0.00]=2.72;P5[13.00,24.00,0.00]=5.68;P9[13.00,16.50,0.00]=7.19;P7[2.90,24.00,0.00]=6.29;[8.0, 21.13, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.68;P9[13.00,16.50,0.00]=7.14;P7[2.90,24.00,0.00]=6.42;[8.11, 21.05, -1.39]
P6[6.70,18.03,0.00]=2.73;P5[13.00,24.00,0.00]=5.71;P9[13.00,16.50,0.00]=7.26;P7[2.90,24.00,0.00]=6.45;[8.03, 21.12, 0.0]
P6[6.70,18.03,0.00]=2.78;P5[13.00,24.00,0.00]=5.72;P9[13.00,16.50,0.00]=7.20;P7[2.90,24.00,0.00]=6.17;[7.97, 21.14, -1.1]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.71;P9[13.00,16.50,0.00]=7.27;P7[2.90,24.00,0.00]=6.39;[8.0, 21.14, 0.0]
P6[6.70,18.03,0.00]=2.72;P5[13.00,24.00,0.00]=5.70;P9[13.00,16.50,0.00]=7.12;P7[2.90,24.00,0.00]=6.45;[8.08, 21.03, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.66;P9[13.00,16.50,0.00]=7.21;P7[2.90,24.00,0.00]=6.38;[8.08, 21.11, -1.38]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.75;P9[13.00,16.50,0.00]=7.66;P7[2.90,24.00,0.00]=6.41;[7.86, 21.37, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.68;P9[13.00,16.50,0.00]=7.69;P7[2.90,24.00,0.00]=6.39;[7.94, 21.36, -1.8]
P6[6.70,18.03,0.00]=2.71;P5[13.00,24.00,0.00]=5.69;P9[13.00,16.50,0.00]=8.13;P7[2.90,24.00,0.00]=6.42;[7.82, 21.6, -2.1]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.67;P9[13.00,16.50,0.00]=7.69;P7[2.90,24.00,0.00]=6.41;[7.89, 21.45, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.74;P9[13.00,16.50,0.00]=7.73;P7[2.90,24.00,0.00]=6.24;[7.84, 21.39, -1.68]
P6[6.70,18.03,0.00]=2.72;P5[13.00,24.00,0.00]=5.71;P9[13.00,16.50,0.00]=7.68;P7[2.90,24.00,0.00]=6.37;[7.85, 21.42, 0.0]
P6[6.70,18.03,0.00]=2.73;P5[13.00,24.00,0.00]=5.74;P9[13.00,16.50,0.00]=7.68;P7[2.90,24.00,0.00]=6.45;[7.87, 21.38, 0.0]
P6[6.70,18.03,0.00]=2.75;P5[13.00,24.00,0.00]=5.69;P9[13.00,16.50,0.00]=7.70;P7[2.90,24.00,0.00]=6.31;[7.84, 21.46, 0.0]
P6[6.70,18.03,0.00]=2.77;P5[13.00,24.00,0.00]=5.70;P9[13.00,16.50,0.00]=7.25;P7[2.90,24.00,0.00]=6.37;[8.01, 21.15, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.70;P9[13.00,16.50,0.00]=7.69;P7[2.90,24.00,0.00]=6.40;[7.87, 21.43, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.71;P9[13.00,16.50,0.00]=7.70;P7[2.90,24.00,0.00]=6.20;[7.79, 21.47, 0.0]
P6[6.70,18.03,0.00]=2.71;P5[13.00,24.00,0.00]=5.71;P9[13.00,16.50,0.00]=7.64;P7[2.90,24.00,0.00]=6.44;[7.89, 21.37, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.72;P9[13.00,16.50,0.00]=7.24;P7[2.90,24.00,0.00]=6.34;[7.99, 21.13, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.70;P9[13.00,16.50,0.00]=7.22;P7[2.90,24.00,0.00]=6.33;[8.0, 21.13, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.73;P9[13.00,16.50,0.00]=7.72;P7[2.90,24.00,0.00]=6.38;[7.91, 21.35, -1.85]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.66;P9[13.00,16.50,0.00]=7.10;P7[2.90,24.00,0.00]=6.39;[8.11, 21.05, -1.29]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.72;P9[13.00,16.50,0.00]=7.21;P7[2.90,24.00,0.00]=6.47;[8.09, 21.05, -1.56]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.71;P9[13.00,16.50,0.00]=7.17;P7[2.90,24.00,0.00]=6.45;[8.1, 21.04, -1.49]
P6[6.70,18.03,0.00]=2.77;P5[13.00,24.00,0.00]=5.66;P9[13.00,16.50,0.00]=7.11;P7[2.90,24.00,0.00]=6.33;[8.06, 21.1, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.69;P9[13.00,16.50,0.00]=7.69;P7[2.90,24.00,0.00]=6.48;[7.98, 21.33, -1.91]
P6[6.70,18.03,0.00]=2.72;P5[13.00,24.00,0.00]=5.69;P9[13.00,16.50,0.00]=7.62;P7[2.90,24.00,0.00]=6.32;[7.92, 21.33, -1.66]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.73;P9[13.00,16.50,0.00]=7.74;P7[2.90,24.00,0.00]=6.40;[7.84, 21.45, 0.0]
P6[6.70,18.03,0.00]=2.76;P5[13.00,24.00,0.00]=5.75;P9[13.00,16.50,0.00]=7.19;P7[2.90,24.00,0.00]=6.32;[8.02, 21.07, -1.37]
P6[6.70,18.03,0.00]=2.70;P5[13.00,24.00,0.00]=5.70;P9[13.00,16.50,0.00]=7.17;P7[2.90,24.00,0.00]=6.38;[8.03, 21.08, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.64;P9[13.00,16.50,0.00]=7.19;P7[2.90,24.00,0.00]=6.36;[8.09, 21.12, -1.31]
P6[6.70,18.03,0.00]=2.69;P5[13.00,24.00,0.00]=5.73;P9[13.00,16.50,0.00]=7.18;P7[2.90,24.00,0.00]=6.47;[8.09, 21.02, -1.52]
P6[6.70,18.03,0.00]=2.71;P5[13.00,24.00,0.00]=5.72;P9[13.00,16.50,0.00]=7.19;P7[2.90,24.00,0.00]=6.47;[8.09, 21.03, -1.53]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.65;P9[13.00,16.50,0.00]=8.09;P7[2.90,24.00,0.00]=6.26;[7.71, 21.78, 0.0]
P6[6.70,18.03,0.00]=2.73;P5[13.00,24.00,0.00]=5.71;P9[13.00,16.50,0.00]=8.10;P7[2.90,24.00,0.00]=5.95;[7.57, 21.79, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.70;P9[13.00,16.50,0.00]=7.68;P7[2.90,24.00,0.00]=6.20;[7.8, 21.46, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.72;P9[13.00,16.50,0.00]=7.25;P7[2.90,24.00,0.00]=6.19;[7.93, 21.17, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.70;P9[13.00,16.50,0.00]=7.71;P7[2.90,24.00,0.00]=6.44;[7.88, 21.44, 0.0]
P6[6.70,18.03,0.00]=2.75;P5[13.00,24.00,0.00]=5.72;P9[13.00,16.50,0.00]=7.09;P7[2.90,24.00,0.00]=6.19;[7.98, 21.08, 0.0]
P6[6.70,18.03,0.00]=2.77;P5[13.00,24.00,0.00]=5.70;P9[13.00,16.50,0.00]=7.65;P7[2.90,24.00,0.00]=6.18;[7.81, 21.45, 0.0]
P6[6.70,18.03,0.00]=2.78;P5[13.00,24.00,0.00]=5.73;P9[13.00,16.50,0.00]=7.65;P7[2.90,24.00,0.00]=6.12;[7.77, 21.45, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.72;P9[13.00,16.50,0.00]=7.23;P7[2.90,24.00,0.00]=6.25;[7.96, 21.14, 0.0]
P6[6.70,18.03,0.00]=2.78;P5[13.00,24.00,0.00]=5.74;P9[13.00,16.50,0.00]=7.16;P7[2.90,24.00,0.00]=5.95;[7.87, 21.17, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.72;P9[13.00,16.50,0.00]=7.23;P7[2.90,24.00,0.00]=6.37;[8.0, 21.11, 0.0]
P6[6.70,18.03,0.00]=2.76;P5[13.00,24.00,0.00]=5.72;P9[13.00,16.50,0.00]=7.22;P7[2.90,24.00,0.00]=6.35;[8.04, 21.09, -1.41]
P6[6.70,18.03,0.00]=2.75;P5[13.00,24.00,0.00]=5.74;P9[13.00,16.50,0.00]=7.22;P7[2.90,24.00,0.00]=6.27;[7.96, 21.12, 0.0]
P6[6.70,18.03,0.00]=2.79;P5[13.00,24.00,0.00]=5.67;P9[13.00,16.50,0.00]=7.24;P7[2.90,24.00,0.00]=6.37;[8.03, 21.16, 0.0]
P6[6.70,18.03,0.00]=2.80;P5[13.00,24.00,0.00]=5.69;P9[13.00,16.50,0.00]=7.14;P7[2.90,24.00,0.00]=6.37;[8.05, 21.09, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.67;P9[13.00,16.50,0.00]=7.21;P7[2.90,24.00,0.00]=6.39;[8.04, 21.13, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.69;P9[13.00,16.50,0.00]=7.15;P7[2.90,24.00,0.00]=6.21;[8.01, 21.11, -1.06]
P6[6.70,18.03,0.00]=2.76;P5[13.00,24.00,0.00]=5.74;P9[13.00,16.50,0.00]=7.21;P7[2.90,24.00,0.00]=6.09;[7.92, 21.15, -0.97]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.70;P9[13.00,16.50,0.00]=8.12;P7[2.90,24.00,0.00]=6.18;[7.64, 21.78, 0.0]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.68;P9[13.00,16.50,0.00]=8.02;P7[2.90,24.00,0.00]=6.35;[7.83, 21.57, -1.96]
P6[6.70,18.03,0.00]=2.78;P5[13.00,24.00,0.00]=5.75;P7[2.90,24.00,0.00]=6.42;null;[8.33, 20.54, 0.0]
P6[6.70,18.03,0.00]=2.72;P5[13.00,24.00,0.00]=5.67;P9[13.00,16.50,0.00]=8.07;P7[2.90,24.00,0.00]=6.35;[7.81, 21.6, -1.97]
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.73;P9[13.00,16.50,0.00]=8.16;P7[2.90,24.00,0.00]=6.35;[7.76, 21.62, -2.07]
